Time,Q1,T1,SP1
0.0,0.0,20.949499999999997,20.949499999999997
1.07,0.0,20.949499999999997,20.949499999999997
2.26,0.0,20.949499999999997,20.949499999999997
3.06,0.0,20.949499999999997,20.949499999999997
4.12,0.0,20.949499999999997,20.949499999999997
5.24,0.0,20.949499999999997,20.949499999999997
6.2,0.0,20.949499999999997,20.949499999999997
7.04,0.0,20.949499999999997,20.949499999999997
8.11,0.0,20.949499999999997,20.949499999999997
9.14,0.0,20.949499999999997,20.949499999999997
10.02,3.2702706666666512,20.6272,20.949499999999997
11.05,0.047270666666666385,20.949499999999997,20.949499999999997
12.32,3.3384908333333176,20.6272,20.949499999999997
13.19,0.11549083333333271,20.949499999999997,20.949499999999997
14.1,3.3873729999999838,20.6272,20.949499999999997
15.24,0.16437299999999913,20.949499999999997,20.949499999999997
16.03,0.16437299999999913,20.949499999999997,20.949499999999997
17.27,0.16437299999999913,20.949499999999997,20.949499999999997
18.2,0.16437299999999913,20.949499999999997,20.949499999999997
19.22,0.16437299999999913,20.949499999999997,20.949499999999997
20.22,0.16437299999999913,20.949499999999997,20.949499999999997
21.22,0.16437299999999913,20.949499999999997,20.949499999999997
22.07,0.16437299999999913,20.949499999999997,20.949499999999997
23.25,0.16437299999999913,20.949499999999997,20.949499999999997
24.11,0.16437299999999913,20.949499999999997,20.949499999999997
25.24,0.16437299999999913,20.949499999999997,20.949499999999997
26.21,0.16437299999999913,20.949499999999997,20.949499999999997
27.22,0.16437299999999913,20.949499999999997,20.949499999999997
28.05,0.16437299999999913,20.949499999999997,20.949499999999997
29.32,0.16437299999999913,20.949499999999997,20.949499999999997
30.19,100.0,20.949499999999997,46.0
31.07,100.0,20.949499999999997,46.0
32.02,100.0,20.949499999999997,46.0
33.07,100.0,20.949499999999997,46.0
34.09,100.0,20.949499999999997,46.0
35.25,100.0,21.2718,46.0
36.2,100.0,21.2718,46.0
37.21,100.0,21.2718,46.0
38.21,100.0,21.594099999999997,46.0
39.21,100.0,21.594099999999997,46.0
40.03,100.0,21.9164,46.0
41.25,100.0,21.9164,46.0
42.2,100.0,22.238699999999998,46.0
43.06,100.0,22.561,46.0
44.11,100.0,22.561,46.0
45.18,100.0,22.8833,46.0
46.03,100.0,22.8833,46.0
47.07,100.0,23.205599999999997,46.0
48.24,100.0,23.5279,46.0
49.07,100.0,23.850199999999997,46.0
50.24,100.0,24.1725,46.0
51.17,100.0,24.494799999999998,46.0
52.04,100.0,24.817099999999996,46.0
53.25,100.0,25.1394,46.0
54.12,100.0,25.461699999999997,46.0
55.25,100.0,25.461699999999997,46.0
56.2,100.0,25.784,46.0
57.22,100.0,26.106299999999997,46.0
58.05,100.0,26.4286,46.0
59.27,100.0,26.750899999999998,46.0
60.2,100.0,27.073199999999996,46.0
61.14,100.0,27.3955,46.0
62.1,100.0,27.717799999999997,46.0
63.25,100.0,28.0401,46.0
64.11,100.0,28.362399999999997,46.0
65.3,100.0,28.6847,46.0
66.19,100.0,29.006999999999998,46.0
67.23,100.0,29.329299999999996,46.0
68.21,100.0,29.6516,46.0
69.13,100.0,29.973899999999997,46.0
70.04,100.0,30.2962,46.0
71.31,100.0,30.618499999999997,46.0
72.23,100.0,30.940799999999996,46.0
73.21,100.0,31.263099999999998,46.0
74.12,100.0,31.585399999999996,46.0
75.31,100.0,31.9077,46.0
76.04,100.0,32.23,46.0
77.11,100.0,32.23,46.0
78.24,100.0,32.552299999999995,46.0
79.2,100.0,33.1969,46.0
80.22,100.0,33.5192,46.0
81.22,100.0,33.841499999999996,46.0
82.03,100.0,33.841499999999996,46.0
83.27,100.0,34.163799999999995,46.0
84.14,100.0,34.4861,46.0
85.23,100.0,34.8084,46.0
86.16,100.0,35.1307,46.0
87.15,100.0,35.452999999999996,46.0
88.03,100.0,35.775299999999994,46.0
89.25,100.0,36.0976,46.0
90.28,97.60995683333336,36.4199,46.0
91.19,95.79105650000002,36.7422,46.0
92.22,94.10198400000004,37.064499999999995,46.0
93.23,92.32887266666674,37.386799999999994,46.0
94.11,90.32187133333333,37.7091,46.0
95.06,88.36056633333337,38.0314,46.0
96.25,86.65408250000004,38.353699999999996,46.0
97.09,87.72456450000004,38.353699999999996,46.0
98.26,85.92974450000006,38.675999999999995,46.0
99.21,83.81534699999999,38.9983,46.0
100.04,81.51633066666669,39.3206,46.0
101.22,79.54356033333336,39.6429,46.0
102.21,80.59248183333335,39.6429,46.0
103.03,78.19423783333337,39.965199999999996,46.0
104.24,76.12325866666673,40.287499999999994,46.0
105.21,73.77167433333334,40.6098,46.0
106.1,71.30041283333335,40.9321,46.0
107.23,68.97116750000004,41.2544,46.0
108.22,69.75419150000005,41.2544,46.0
109.22,67.26840816666672,41.576699999999995,46.0
110.07,64.62638316666673,41.898999999999994,46.0
111.31,65.47392316666674,41.898999999999994,46.0
112.1,62.748452000000015,42.2213,46.0
113.24,63.466405000000016,42.2213,46.0
114.12,60.75034366666671,42.5436,46.0
115.24,58.112375666666715,42.865899999999996,46.0
116.21,58.61905516666671,42.865899999999996,46.0
117.22,55.869374833333396,43.188199999999995,46.0
118.04,56.253654166666735,43.188199999999995,46.0
119.26,53.53685250000009,43.51049999999999,46.0
120.2,53.92687416666675,43.51049999999999,46.0
121.22,51.0722981666667,43.8328,46.0
122.21,51.42988616666669,43.8328,46.0
123.21,48.51436950000004,44.1551,46.0
124.11,48.791104500000046,44.1551,46.0
125.27,49.14778516666671,44.1551,46.0
126.19,46.15825050000006,44.477399999999996,46.0
127.2,46.4145548333334,44.477399999999996,46.0
128.05,46.630256500000066,44.477399999999996,46.0
129.55,43.70733150000008,44.799699999999994,46.0
130.04,43.80535600000008,44.799699999999994,46.0
131.26,44.04941700000008,44.799699999999994,46.0
132.13,44.22346050000009,44.799699999999994,46.0
133.24,41.16289050000003,45.122,46.0
134.1,41.28873716666669,45.122,46.0
135.25,41.45702050000003,45.122,46.0
136.04,38.30718766666671,45.4443,46.0
137.32,38.42573700000004,45.4443,46.0
138.19,38.50631350000005,45.4443,46.0
139.24,38.60356100000004,45.4443,46.0
140.2,38.69247300000004,45.4443,46.0
141.21,38.78601583333338,45.4443,46.0
142.03,35.59491383333339,45.7666,46.0
143.25,35.64237183333339,45.7666,46.0
144.11,35.67582583333339,45.7666,46.0
145.1,35.71433683333339,45.7666,46.0
146.03,35.75051383333339,45.7666,46.0
147.26,35.79836083333339,45.7666,46.0
148.04,35.828702833333395,45.7666,46.0
149.27,35.87654983333339,45.7666,46.0
150.2,35.912726833333394,45.7666,46.0
151.22,35.95240483333339,45.7666,46.0
152.21,32.714736333333406,46.088899999999995,46.0
153.21,32.699919666666744,46.088899999999995,46.0
154.11,32.68658466666675,46.088899999999995,46.0
155.25,32.669693666666745,46.088899999999995,46.0
156.2,32.65561783333341,46.088899999999995,46.0
157.21,35.9179068333334,45.7666,46.0
158.21,32.680090166666744,46.088899999999995,46.0
159.21,32.66527350000008,46.088899999999995,46.0
160.05,35.92094950000006,45.7666,46.0
161.26,35.96801850000006,45.7666,46.0
162.22,36.00536250000006,45.7666,46.0
163.21,36.04387350000006,45.7666,46.0
164.12,36.07927250000006,45.7666,46.0
165.24,36.122840500000066,45.7666,46.0
166.05,36.154349500000066,45.7666,46.0
167.32,36.203752500000064,45.7666,46.0
168.19,36.23759550000006,45.7666,46.0
169.22,36.27766250000006,45.7666,46.0
170.21,36.31617350000006,45.7666,46.0
171.22,36.355462500000066,45.7666,46.0
172.04,36.387360500000064,45.7666,46.0
173.26,36.43481850000006,45.7666,46.0
174.12,36.46827250000007,45.7666,46.0
175.3,36.51417450000007,45.7666,46.0
176.2,36.54918450000007,45.7666,46.0
177.22,36.58886250000007,45.7666,46.0
178.04,36.62076050000007,45.7666,46.0
179.32,36.67055250000007,45.7666,46.0
180.18,36.70400650000007,45.7666,46.0
181.23,36.74485150000007,45.7666,46.0
182.21,36.78297350000007,45.7666,46.0
183.22,40.09951633333338,45.4443,46.0
184.11,36.9111373333334,45.7666,46.0
185.23,40.23786800000005,45.4443,46.0
186.02,40.31103516666672,45.4443,46.0
187.32,37.138605166666736,45.7666,46.0
188.19,37.17244816666673,45.7666,46.0
189.21,40.489917166666714,45.4443,46.0
190.02,40.56493666666672,45.4443,46.0
191.07,40.66218416666672,45.4443,46.0
192.25,40.771471833333386,45.4443,46.0
193.01,40.84186050000005,45.4443,46.0
194.11,40.943738833333384,45.4443,46.0
195.24,41.04839566666672,45.4443,46.0
196.04,41.12248900000005,45.4443,46.0
197.32,41.241038333333385,45.4443,46.0
198.18,41.32068866666672,45.4443,46.0
199.22,41.41701000000005,45.4443,46.0
200.21,41.50870050000005,45.4443,46.0
201.02,41.583720000000056,45.4443,46.0
202.04,41.67818900000005,45.4443,46.0
203.26,41.791181333333384,45.4443,46.0
204.1,41.868979333333385,45.4443,46.0
205.32,41.98197166666672,45.4443,46.0
206.18,42.06162200000006,45.4443,46.0
207.23,42.15886950000005,45.4443,46.0
208.04,42.233889000000055,45.4443,46.0
209.32,42.35243833333339,45.4443,46.0
210.19,42.43301483333339,45.4443,46.0
211.22,42.52841000000006,45.4443,46.0
212.22,42.62102666666672,45.4443,46.0
213.21,42.71271716666673,45.4443,46.0
214.1,42.79514600000006,45.4443,46.0
215.02,42.880353333333396,45.4443,46.0
216.32,43.00075500000006,45.4443,46.0
217.18,43.080405333333395,45.4443,46.0
218.22,43.176726666666724,45.4443,46.0
219.23,43.270269500000055,45.4443,46.0
220.03,43.34436283333339,45.4443,46.0
221.31,43.462912166666726,45.4443,46.0
222.18,43.543488666666725,45.4443,46.0
223.23,43.64073616666673,45.4443,46.0
224.11,43.72223883333339,45.4443,46.0
225.25,43.827821833333395,45.4443,46.0
226.02,43.89913666666673,45.4443,46.0
227.22,44.010276666666726,45.4443,46.0
228.17,44.09826250000006,45.4443,46.0
229.03,44.177912833333394,45.4443,46.0
230.02,44.2696033333334,45.4443,46.0
231.05,44.36499850000007,45.4443,46.0
232.03,44.4557628333334,45.4443,46.0
233.03,44.54837950000007,45.4443,46.0
234.08,44.64562700000007,45.4443,46.0
235.06,44.7363913333334,45.4443,46.0
236.02,44.82530333333341,45.4443,46.0
237.07,44.9225508333334,45.4443,46.0
238.01,45.00961050000007,45.4443,46.0
239.26,45.12538133333341,45.4443,46.0
240.07,45.200400833333404,45.4443,46.0
241.03,45.28931283333341,45.4443,46.0
242.27,45.40415750000008,45.4443,46.0
243.04,45.475472333333414,45.4443,46.0
244.1,45.57364600000008,45.4443,46.0
245.27,45.68200750000008,45.4443,46.0
246.2,45.76814100000008,45.4443,46.0
247.22,45.862610000000075,45.4443,46.0
248.22,42.67851000000009,45.7666,46.0
249.21,42.71702100000009,45.7666,46.0
250.04,42.74930800000009,45.7666,46.0
251.18,42.79365400000009,45.7666,46.0
252.21,42.8337210000001,45.7666,46.0
253.22,42.87301000000009,45.7666,46.0
254.13,42.90840900000009,45.7666,46.0
255.24,42.95158800000009,45.7666,46.0
256.04,42.982708000000095,45.7666,46.0
257.26,43.030166000000094,45.7666,46.0
258.2,43.066732000000094,45.7666,46.0
259.22,43.106410000000096,45.7666,46.0
260.22,43.145310000000094,45.7666,46.0
261.13,43.18070900000009,45.7666,46.0
262.03,43.21571900000009,45.7666,46.0
263.05,43.255397000000094,45.7666,46.0
264.08,43.295464000000095,45.7666,46.0
265.26,43.34136600000009,45.7666,46.0
266.21,43.3783210000001,45.7666,46.0
267.22,43.417610000000096,45.7666,46.0
268.03,43.449119000000096,45.7666,46.0
269.24,43.4961880000001,45.7666,46.0
270.21,43.5339210000001,45.7666,46.0
271.1,43.5685420000001,45.7666,46.0
272.24,43.6128880000001,45.7666,46.0
273.09,43.6459530000001,45.7666,46.0
274.13,43.6864090000001,45.7666,46.0
275.22,43.7288100000001,45.7666,46.0
276.09,43.7626530000001,45.7666,46.0
277.24,43.8073880000001,45.7666,46.0
278.21,43.845121000000105,45.7666,46.0
279.03,43.877019000000104,45.7666,46.0
280.03,40.63920233333345,46.088899999999995,46.0
281.24,43.909271333333436,45.7666,46.0
282.12,40.67323266666679,46.088899999999995,46.0
283.23,40.65678616666679,46.088899999999995,46.0
284.08,43.91285116666677,45.7666,46.0
285.2,43.95641916666678,45.7666,46.0
286.04,40.72097316666679,46.088899999999995,46.0
287.25,43.99104216666677,45.7666,46.0
288.03,40.756485166666785,46.088899999999995,46.0
289.26,40.73826066666679,46.088899999999995,46.0
290.2,43.99782666666677,45.7666,46.0
291.21,40.75986183333345,46.088899999999995,46.0
292.03,40.74771216666679,46.088899999999995,46.0
293.25,40.729635833333454,46.088899999999995,46.0
294.09,40.71718983333346,46.088899999999995,46.0
295.24,40.70015066666679,46.088899999999995,46.0
296.2,40.68592666666679,46.088899999999995,46.0
297.22,40.67081366666679,46.088899999999995,46.0
298.02,40.65896033333346,46.088899999999995,46.0
299.32,43.932530333333446,45.7666,46.0
300.18,43.96598433333345,45.7666,46.0
301.21,40.7277231666668,46.088899999999995,46.0
302.21,43.98962316666678,45.7666,46.0
303.22,40.75165833333347,46.088899999999995,46.0
304.09,40.73876783333347,46.088899999999995,46.0
305.12,44.001834833333454,45.7666,46.0
306.3,40.761351166666806,46.088899999999995,46.0
307.19,40.74816433333348,46.088899999999995,46.0
308.22,40.73290316666681,46.088899999999995,46.0
309.21,40.71823466666681,46.088899999999995,46.0
310.04,40.705936833333475,46.088899999999995,46.0
311.29,40.68741600000014,46.088899999999995,46.0
312.2,40.67393283333348,46.088899999999995,46.0
313.03,43.92921983333346,45.7666,46.0
314.23,40.688439833333476,46.088899999999995,46.0
315.21,40.673919500000146,46.088899999999995,46.0
316.03,40.66176983333348,46.088899999999995,46.0
317.32,40.64265633333348,46.088899999999995,46.0
318.19,40.62976583333348,46.088899999999995,46.0
319.23,43.89322183333347,45.7666,46.0
320.21,40.65570150000015,46.088899999999995,46.0
321.21,40.64088483333349,46.088899999999995,46.0
322.03,40.628735166666814,46.088899999999995,46.0
323.24,40.61080700000015,46.088899999999995,46.0
324.1,40.59806466666682,46.088899999999995,46.0
325.31,40.58013650000016,46.088899999999995,46.0
326.19,43.83736850000014,45.7666,46.0
327.22,40.59910733333349,46.088899999999995,46.0
328.04,40.58695766666682,46.088899999999995,46.0
329.32,43.85974966666681,45.7666,46.0
330.18,43.89320366666681,45.7666,46.0
331.17,43.93171466666681,45.7666,46.0
332.23,40.69300900000016,46.088899999999995,46.0
333.21,40.67848866666682,46.088899999999995,46.0
334.1,40.665301833333494,46.088899999999995,46.0
335.32,40.64722550000016,46.088899999999995,46.0
336.05,43.89862250000015,45.7666,46.0
337.32,40.6568053333335,46.088899999999995,46.0
338.19,40.643914833333504,46.088899999999995,46.0
339.22,40.628653666666835,46.088899999999995,46.0
340.03,40.61665216666684,46.088899999999995,46.0
341.26,40.59842766666684,46.088899999999995,46.0
342.2,40.584500000000176,46.088899999999995,46.0
343.21,40.569535166666846,46.088899999999995,46.0
344.1,40.55634833333352,46.088899999999995,46.0
345.14,43.8198043333335,45.7666,46.0
346.02,43.8540363333335,45.7666,46.0
347.26,40.61266366666685,46.088899999999995,46.0
348.2,40.59873600000019,46.088899999999995,46.0
349.21,43.86102500000017,45.7666,46.0
350.21,40.62320833333352,46.088899999999995,46.0
351.21,40.608391666666854,46.088899999999995,46.0
352.12,40.59490850000019,46.088899999999995,46.0
353.11,40.58024000000019,46.088899999999995,46.0
354.12,43.84252900000018,45.7666,46.0
355.23,43.88570800000018,45.7666,46.0
356.13,43.92071800000018,45.7666,46.0
357.23,43.963508000000175,45.7666,46.0
358.15,40.72687666666686,46.088899999999995,46.0
359.24,40.71072650000019,46.088899999999995,46.0
360.21,40.69635433333353,46.088899999999995,46.0
361.21,40.68153766666686,46.088899999999995,46.0
362.2,40.666869166666864,46.088899999999995,46.0
363.21,43.92915816666685,45.7666,46.0
364.08,43.96300116666685,45.7666,46.0
365.25,44.00851416666685,45.7666,46.0
366.2,44.04546916666685,45.7666,46.0
367.22,44.08514716666685,45.7666,46.0
368.21,44.12365816666685,45.7666,46.0
369.21,40.8858415000002,46.088899999999995,46.0
370.04,40.87354366666686,46.088899999999995,46.0
371.26,40.855467333333536,46.088899999999995,46.0
372.2,44.115033333333514,45.7666,46.0
373.21,40.8770685000002,46.088899999999995,46.0
374.1,44.134689500000185,45.7666,46.0
375.25,40.89465033333354,46.088899999999995,46.0
376.03,40.883093333333534,46.088899999999995,46.0
377.18,44.15082833333352,45.7666,46.0
378.22,44.19128433333353,45.7666,46.0
379.21,40.953615833333544,46.088899999999995,46.0
380.17,40.939391833333545,46.088899999999995,46.0
381.22,40.923834333333545,46.088899999999995,46.0
382.06,40.91138833333355,46.088899999999995,46.0
383.18,40.89479366666688,46.088899999999995,46.0
384.09,40.88131050000021,46.088899999999995,46.0
385.15,40.86560483333355,46.088899999999995,46.0
386.04,40.85241800000021,46.088899999999995,46.0
387.08,40.83700866666688,46.088899999999995,46.0
388.01,40.823229166666884,46.088899999999995,46.0
389.03,40.808116166666885,46.088899999999995,46.0
390.26,44.07896316666687,45.7666,46.0
391.16,40.842628166666884,46.088899999999995,46.0
