# Time (s),Q1 (%),T1 Setpoint (°C),T1 (°C),Q2 (%),T2 Setpoint (°C),T2 (°C)
4.520000000000000284e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.965159999999999840e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.707319999999999638e+01
4.617999999999999972e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.029619999999999891e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.739549999999999841e+01
4.721000000000000085e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.061849999999999739e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.739549999999999841e+01
4.820000000000000284e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.061849999999999739e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.771779999999999688e+01
4.921000000000000085e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.126309999999999789e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.771779999999999688e+01
5.020000000000000284e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.158539999999999637e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.804009999999999891e+01
5.121000000000000085e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.190769999999999840e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.836239999999999739e+01
5.220000000000000284e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.222999999999999687e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.836239999999999739e+01
5.309000000000000341e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.255229999999999535e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.868469999999999942e+01
5.422999999999999687e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.287460000000000093e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.900699999999999790e+01
5.520000000000000284e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.319689999999999941e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.900699999999999790e+01
5.621000000000000085e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.351919999999999789e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.932929999999999637e+01
5.714000000000000057e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.384149999999999636e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.932929999999999637e+01
5.821999999999999886e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.416379999999999484e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.965159999999999840e+01
5.920000000000000284e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.448610000000000042e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.997389999999999688e+01
6.021000000000000085e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.480839999999999890e+01,1.000000000000000000e+02,4.000000000000000000e+01,2.997389999999999688e+01
6.107999999999999829e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.513069999999999737e+01,9.844505100000000652e+01,4.000000000000000000e+01,3.029619999999999891e+01
6.221000000000000085e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.545299999999999585e+01,9.698890016666669567e+01,4.000000000000000000e+01,3.061849999999999739e+01
6.302000000000000313e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.577529999999999433e+01,9.825540266666669709e+01,4.000000000000000000e+01,3.061849999999999739e+01
6.409000000000000341e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.609759999999999991e+01,9.664796000000004028e+01,4.000000000000000000e+01,3.094079999999999586e+01
6.520999999999999375e+01,1.000000000000000000e+02,5.000000000000000000e+01,3.641989999999999839e+01,9.833901066666669522e+01,4.000000000000000000e+01,3.094079999999999586e+01
