# Time (s), Heater (%), T1 (°C)
8.700000000000000000e+01,8.000000000000000000e+01,3.823599999999999710e+01
8.800000000000000000e+01,8.000000000000000000e+01,3.826899999999999835e+01
8.900000000000000000e+01,8.000000000000000000e+01,3.862299999999999756e+01
9.000000000000000000e+01,8.000000000000000000e+01,3.881600000000000250e+01
9.100000000000000000e+01,8.000000000000000000e+01,3.897800000000000153e+01
9.200000000000000000e+01,8.000000000000000000e+01,3.920300000000000296e+01
9.300000000000000000e+01,8.000000000000000000e+01,3.923499999999999943e+01
9.400000000000000000e+01,8.000000000000000000e+01,3.962199999999999989e+01
9.500000000000000000e+01,8.000000000000000000e+01,3.959000000000000341e+01
9.600000000000000000e+01,8.000000000000000000e+01,3.971900000000000119e+01
9.700000000000000000e+01,8.000000000000000000e+01,4.010499999999999687e+01
9.800000000000000000e+01,8.000000000000000000e+01,4.026700000000000301e+01
9.900000000000000000e+01,8.000000000000000000e+01,4.049199999999999733e+01
1.000000000000000000e+02,8.000000000000000000e+01,4.065299999999999869e+01
1.010000000000000000e+02,8.000000000000000000e+01,4.084700000000000131e+01
1.020000000000000000e+02,8.000000000000000000e+01,4.110399999999999920e+01
1.030000000000000000e+02,8.000000000000000000e+01,4.116899999999999693e+01
1.040000000000000000e+02,8.000000000000000000e+01,4.145900000000000318e+01
1.050000000000000000e+02,8.000000000000000000e+01,4.149099999999999966e+01
1.060000000000000000e+02,8.000000000000000000e+01,4.184599999999999653e+01
1.070000000000000000e+02,8.000000000000000000e+01,4.190999999999999659e+01
1.080000000000000000e+02,8.000000000000000000e+01,4.220000000000000284e+01
1.090000000000000000e+02,8.000000000000000000e+01,4.223199999999999932e+01
1.100000000000000000e+02,8.000000000000000000e+01,4.252199999999999847e+01
1.110000000000000000e+02,8.000000000000000000e+01,4.271600000000000108e+01
1.120000000000000000e+02,8.000000000000000000e+01,4.284499999999999886e+01
1.130000000000000000e+02,8.000000000000000000e+01,4.287700000000000244e+01
1.140000000000000000e+02,8.000000000000000000e+01,4.313499999999999801e+01
1.150000000000000000e+02,8.000000000000000000e+01,4.326400000000000290e+01
1.160000000000000000e+02,8.000000000000000000e+01,4.348899999999999721e+01
1.170000000000000000e+02,8.000000000000000000e+01,4.364999999999999858e+01
1.180000000000000000e+02,8.000000000000000000e+01,4.377900000000000347e+01
1.190000000000000000e+02,8.000000000000000000e+01,4.410199999999999676e+01
1.200000000000000000e+02,8.000000000000000000e+01,4.410199999999999676e+01
1.210000000000000000e+02,8.000000000000000000e+01,4.439200000000000301e+01
1.220000000000000000e+02,8.000000000000000000e+01,4.445600000000000307e+01
1.230000000000000000e+02,8.000000000000000000e+01,4.464900000000000091e+01
1.240000000000000000e+02,8.000000000000000000e+01,4.474600000000000222e+01
1.250000000000000000e+02,8.000000000000000000e+01,4.493900000000000006e+01
1.260000000000000000e+02,8.000000000000000000e+01,4.493900000000000006e+01
1.270000000000000000e+02,8.000000000000000000e+01,4.532600000000000051e+01
1.280000000000000000e+02,8.000000000000000000e+01,4.539099999999999824e+01
1.290000000000000000e+02,8.000000000000000000e+01,4.561599999999999966e+01
1.300000000000000000e+02,8.000000000000000000e+01,4.568099999999999739e+01
1.310000000000000000e+02,8.000000000000000000e+01,4.587400000000000233e+01
1.320000000000000000e+02,8.000000000000000000e+01,4.603499999999999659e+01
1.330000000000000000e+02,8.000000000000000000e+01,4.616400000000000148e+01
1.340000000000000000e+02,8.000000000000000000e+01,4.639000000000000057e+01
1.350000000000000000e+02,8.000000000000000000e+01,4.642199999999999704e+01
1.360000000000000000e+02,8.000000000000000000e+01,4.664699999999999847e+01
1.370000000000000000e+02,8.000000000000000000e+01,4.664699999999999847e+01
1.380000000000000000e+02,8.000000000000000000e+01,4.696999999999999886e+01
1.390000000000000000e+02,8.000000000000000000e+01,4.700200000000000244e+01
1.400000000000000000e+02,8.000000000000000000e+01,4.732399999999999807e+01
1.410000000000000000e+02,8.000000000000000000e+01,4.735600000000000165e+01
1.420000000000000000e+02,8.000000000000000000e+01,4.758200000000000074e+01
1.430000000000000000e+02,8.000000000000000000e+01,4.761399999999999721e+01
1.440000000000000000e+02,8.000000000000000000e+01,4.784000000000000341e+01
1.450000000000000000e+02,8.000000000000000000e+01,4.800099999999999767e+01
1.460000000000000000e+02,8.000000000000000000e+01,4.800099999999999767e+01
1.470000000000000000e+02,8.000000000000000000e+01,4.829099999999999682e+01
1.480000000000000000e+02,8.000000000000000000e+01,4.835499999999999687e+01
1.490000000000000000e+02,8.000000000000000000e+01,4.842000000000000171e+01
1.500000000000000000e+02,8.000000000000000000e+01,4.861299999999999955e+01
1.510000000000000000e+02,8.000000000000000000e+01,4.871000000000000085e+01
1.520000000000000000e+02,8.000000000000000000e+01,4.896800000000000352e+01
1.530000000000000000e+02,8.000000000000000000e+01,4.890299999999999869e+01
1.540000000000000000e+02,8.000000000000000000e+01,4.919299999999999784e+01
1.550000000000000000e+02,8.000000000000000000e+01,4.928999999999999915e+01
1.560000000000000000e+02,8.000000000000000000e+01,4.925800000000000267e+01
1.570000000000000000e+02,8.000000000000000000e+01,4.961200000000000188e+01
1.580000000000000000e+02,8.000000000000000000e+01,4.970900000000000318e+01
1.590000000000000000e+02,8.000000000000000000e+01,4.967699999999999960e+01
1.600000000000000000e+02,8.000000000000000000e+01,4.986999999999999744e+01
1.610099999999999909e+02,8.000000000000000000e+01,4.993500000000000227e+01
1.620000000000000000e+02,8.000000000000000000e+01,5.025699999999999790e+01
1.630000000000000000e+02,8.000000000000000000e+01,5.035399999999999920e+01
1.640000000000000000e+02,8.000000000000000000e+01,5.048199999999999932e+01
1.650000000000000000e+02,8.000000000000000000e+01,5.054699999999999704e+01
1.660000000000000000e+02,8.000000000000000000e+01,5.083700000000000330e+01
1.670000000000000000e+02,8.000000000000000000e+01,5.086899999999999977e+01
1.680099999999999909e+02,8.000000000000000000e+01,5.099799999999999756e+01
1.690099999999999909e+02,8.000000000000000000e+01,5.112700000000000244e+01
1.700000000000000000e+02,8.000000000000000000e+01,5.122399999999999665e+01
1.710000000000000000e+02,8.000000000000000000e+01,5.138499999999999801e+01
1.720000000000000000e+02,8.000000000000000000e+01,5.151400000000000290e+01
1.730000000000000000e+02,8.000000000000000000e+01,5.157800000000000296e+01
1.740000000000000000e+02,8.000000000000000000e+01,5.173899999999999721e+01
1.750000000000000000e+02,8.000000000000000000e+01,5.180400000000000205e+01
1.760000000000000000e+02,8.000000000000000000e+01,5.193299999999999983e+01
1.770000000000000000e+02,8.000000000000000000e+01,5.215800000000000125e+01
1.780000000000000000e+02,8.000000000000000000e+01,5.212599999999999767e+01
1.790000000000000000e+02,8.000000000000000000e+01,5.238400000000000034e+01
1.800000000000000000e+02,8.000000000000000000e+01,5.244800000000000040e+01
1.810000000000000000e+02,8.000000000000000000e+01,5.251299999999999812e+01
1.820000000000000000e+02,8.000000000000000000e+01,5.270600000000000307e+01
1.830000000000000000e+02,8.000000000000000000e+01,5.283500000000000085e+01
1.840000000000000000e+02,8.000000000000000000e+01,5.277100000000000080e+01
1.850000000000000000e+02,8.000000000000000000e+01,5.302799999999999869e+01
1.860000000000000000e+02,8.000000000000000000e+01,5.312500000000000000e+01
1.870000000000000000e+02,8.000000000000000000e+01,5.309300000000000352e+01
1.880000000000000000e+02,8.000000000000000000e+01,5.325399999999999778e+01
1.890000000000000000e+02,8.000000000000000000e+01,5.344700000000000273e+01
1.900000000000000000e+02,8.000000000000000000e+01,5.344700000000000273e+01
1.910000000000000000e+02,8.000000000000000000e+01,5.354399999999999693e+01
1.920099999999999909e+02,8.000000000000000000e+01,5.370499999999999829e+01
1.930000000000000000e+02,8.000000000000000000e+01,5.377000000000000313e+01
1.940000000000000000e+02,8.000000000000000000e+01,5.383400000000000318e+01
1.950000000000000000e+02,8.000000000000000000e+01,5.402700000000000102e+01
1.960000000000000000e+02,8.000000000000000000e+01,5.406000000000000227e+01
1.970000000000000000e+02,8.000000000000000000e+01,5.422099999999999653e+01
1.980000000000000000e+02,8.000000000000000000e+01,5.431700000000000017e+01
1.990000000000000000e+02,8.000000000000000000e+01,5.438199999999999790e+01
2.000000000000000000e+02,2.000000000000000000e+01,5.444599999999999795e+01
